1.0000000000e+02 6.1786146715e-01
9.9900099900e+01 6.2200611601e-01
9.9800399202e+01 6.2823589271e-01
9.9700897308e+01 6.3054548995e-01
9.9601593625e+01 6.3429153761e-01
9.9502487562e+01 6.2205057702e-01
9.9403578529e+01 6.3155138416e-01
9.9304865938e+01 6.2584511549e-01
9.9206349206e+01 6.3085746505e-01
9.9108027750e+01 6.2603177514e-01
9.9009900990e+01 6.3952661715e-01
9.8911968348e+01 6.3949356502e-01
9.8814229249e+01 6.3732132469e-01
9.8716683119e+01 6.3301007040e-01
9.8619329389e+01 6.3596666919e-01
9.8522167488e+01 6.4221765417e-01
9.8425196850e+01 6.4732380143e-01
9.8328416912e+01 6.4607981826e-01
9.8231827112e+01 6.3671360175e-01
9.8135426889e+01 6.5875460747e-01
9.8039215686e+01 6.5398413443e-01
9.7943192948e+01 6.6514576091e-01
9.7847358121e+01 6.6768425900e-01
9.7751710655e+01 6.6067074890e-01
9.7656250000e+01 6.5512831928e-01
9.7560975610e+01 6.6336635659e-01
9.7465886940e+01 6.7246849410e-01
9.7370983447e+01 6.7929661878e-01
9.7276264591e+01 6.7010740454e-01
9.7181729835e+01 6.7241393327e-01
9.7087378641e+01 6.8473134662e-01
9.6993210475e+01 6.7570210063e-01
9.6899224806e+01 6.8566022677e-01
9.6805421104e+01 6.6871478870e-01
9.6711798839e+01 6.7960289886e-01
9.6618357488e+01 6.9176399961e-01
9.6525096525e+01 6.8910821034e-01
9.6432015429e+01 6.9382844187e-01
9.6339113680e+01 6.9842615858e-01
9.6246390760e+01 6.9087839117e-01
9.6153846154e+01 7.0191832846e-01
9.6061479347e+01 7.0057821740e-01
9.5969289827e+01 6.8581108359e-01
9.5877277085e+01 6.9233362961e-01
9.5785440613e+01 6.9773376791e-01
9.5693779904e+01 6.9687859347e-01
9.5602294455e+01 6.9502527311e-01
9.5510983763e+01 7.0233034318e-01
9.5419847328e+01 7.1618779063e-01
9.5328884652e+01 7.1018668548e-01
9.5238095238e+01 6.8743403127e-01
9.5147478592e+01 7.0908199069e-01
9.5057034221e+01 6.9991418130e-01
9.4966761633e+01 7.1426860560e-01
9.4876660342e+01 7.1113059611e-01
9.4786729858e+01 7.1693686291e-01
9.4696969697e+01 7.0211167193e-01
9.4607379376e+01 6.9071829342e-01
9.4517958412e+01 7.2221735979e-01
9.4428706327e+01 7.1198596809e-01
9.4339622642e+01 7.2199667502e-01
9.4250706880e+01 6.9769894347e-01
9.4161958569e+01 7.2147864900e-01
9.4073377234e+01 7.3548158957e-01
9.3984962406e+01 7.2261704842e-01
9.3896713615e+01 7.2263836299e-01
9.3808630394e+01 7.3498534838e-01
9.3720712277e+01 7.3692979851e-01
9.3632958801e+01 7.2517779791e-01
9.3545369504e+01 7.3359132458e-01
9.3457943925e+01 7.3516961914e-01
9.3370681606e+01 7.1460162390e-01
9.3283582090e+01 7.3004020156e-01
9.3196644921e+01 7.3497634779e-01
9.3109869646e+01 7.3940287956e-01
9.3023255814e+01 7.1371592943e-01
9.2936802974e+01 7.3758593795e-01
9.2850510678e+01 7.4148238310e-01
9.2764378479e+01 7.4693624311e-01
9.2678405931e+01 7.3863633681e-01
9.2592592593e+01 7.5055898542e-01
9.2506938020e+01 7.5057127117e-01
9.2421441774e+01 7.5033092835e-01
9.2336103416e+01 7.4410816402e-01
9.2250922509e+01 7.5412985521e-01
9.2165898618e+01 7.5176457123e-01
9.2081031308e+01 7.2480134842e-01
9.1996320147e+01 7.4895412370e-01
9.1911764706e+01 7.5988980410e-01
9.1827364555e+01 7.4864794589e-01
9.1743119266e+01 7.5299980338e-01
9.1659028414e+01 7.6071077467e-01
9.1575091575e+01 7.5779562720e-01
9.1491308326e+01 7.6186344849e-01
9.1407678245e+01 7.6429107936e-01
9.1324200913e+01 7.5083965697e-01
9.1240875912e+01 7.6401496037e-01
9.1157702826e+01 7.6097800760e-01
9.1074681239e+01 7.5981042230e-01
9.0991810737e+01 7.4682784272e-01
9.0900827198e+01 7.6006858201e-01
9.0810025427e+01 7.6739453883e-01
9.0719404881e+01 7.6648049232e-01
9.0628965017e+01 7.6339238016e-01
9.0538705297e+01 7.6460834656e-01
9.0448625181e+01 7.6429971505e-01
9.0358724135e+01 7.6267232852e-01
9.0269001625e+01 7.6039443432e-01
9.0179457120e+01 7.5677808773e-01
9.0090090090e+01 7.5627906050e-01
9.0000900009e+01 7.6326688881e-01
8.9911886351e+01 7.6886889190e-01
8.9823048594e+01 7.7342676810e-01
8.9734386217e+01 7.7774228751e-01
8.9645898700e+01 7.8122885538e-01
8.9557585527e+01 7.7565150364e-01
8.9469446184e+01 7.8746266212e-01
8.9381480157e+01 7.8710317539e-01
8.9293686936e+01 7.9055115849e-01
8.9206066012e+01 7.9345988613e-01
8.9118616879e+01 7.9204584310e-01
8.9031339031e+01 7.9415902850e-01
8.8944231967e+01 7.9583067982e-01
8.8857295184e+01 7.9075200782e-01
8.8770528185e+01 7.9561546046e-01
8.8683930472e+01 7.9382432777e-01
8.8597501550e+01 7.9352817345e-01
8.8511240928e+01 7.9101138501e-01
8.8425148112e+01 7.8830449627e-01
8.8339222615e+01 7.8672943579e-01
8.8253463948e+01 7.8885681975e-01
8.8167871628e+01 7.9552301727e-01
8.8082445169e+01 8.0081132388e-01
8.7997184090e+01 7.9198099289e-01
8.7912087912e+01 8.0375206514e-01
8.7827156157e+01 8.0803371056e-01
8.7742388348e+01 8.0753029517e-01
8.7657784011e+01 8.0591739374e-01
8.7573342674e+01 8.0258427652e-01
8.7489063867e+01 8.0101683033e-01
8.7404947120e+01 8.0743619597e-01
8.7320991966e+01 8.1382226023e-01
8.7237197941e+01 8.1711733518e-01
8.7153564581e+01 8.1892940996e-01
8.7070091424e+01 8.1996111522e-01
8.6986778010e+01 8.2003939771e-01
8.6903623881e+01 8.1600654790e-01
8.6820628581e+01 8.1463881799e-01
8.6737791656e+01 8.2329369805e-01
8.6655112652e+01 8.2579124260e-01
8.6572591118e+01 8.3491726676e-01
8.6490226604e+01 8.3863197025e-01
8.6408018664e+01 8.4268547048e-01
8.6325966851e+01 8.3161824966e-01
8.6244070720e+01 8.4898189591e-01
8.6162329829e+01 8.3863670966e-01
8.6080743738e+01 8.4545054274e-01
8.5999312006e+01 8.5146654373e-01
8.5918034195e+01 8.3907621350e-01
8.5836909871e+01 8.5293483139e-01
8.5755938599e+01 8.5136825088e-01
8.5675119945e+01 8.5691880755e-01
8.5594453479e+01 8.4729853784e-01
8.5513938772e+01 8.5675508310e-01
8.5433575395e+01 8.4971774723e-01
8.5353362922e+01 8.3958775677e-01
8.5273300929e+01 8.5373211109e-01
8.5193388993e+01 8.4674465073e-01
8.5113626692e+01 8.6851228192e-01
8.5034013605e+01 8.6600854162e-01
8.4954549316e+01 8.6609525004e-01
8.4875233407e+01 8.8229765912e-01
8.4796065463e+01 8.7859131200e-01
8.4717045069e+01 8.6266444542e-01
8.4638171815e+01 8.8656303434e-01
8.4559445290e+01 8.8469783219e-01
8.4480865084e+01 8.8496800779e-01
8.4402430790e+01 8.6521153395e-01
8.4324142002e+01 8.7976573822e-01
8.4245998315e+01 8.9178603222e-01
8.4167999327e+01 9.0393009500e-01
8.4090144635e+01 8.9826196245e-01
8.4012433840e+01 8.9824472115e-01
8.3934866544e+01 8.9646956509e-01
8.3857442348e+01 8.9860963805e-01
8.3780160858e+01 8.7427035591e-01
8.3703021679e+01 8.8180012538e-01
8.3626024419e+01 8.9734721056e-01
8.3549168686e+01 9.0605977567e-01
8.3472454090e+01 9.0683902112e-01
8.3395880244e+01 9.0888539004e-01
8.3312505207e+01 9.0688627316e-01
8.3229296712e+01 8.9825953502e-01
8.3146254261e+01 9.0180120764e-01
8.3063377357e+01 8.9990075057e-01
8.2980665505e+01 8.9248919687e-01
8.2898118213e+01 8.9588825279e-01
8.2815734990e+01 9.0542836887e-01
8.2733515347e+01 9.0790094807e-01
8.2651458798e+01 9.0736528664e-01
8.2569564858e+01 9.0269268199e-01
8.2487833045e+01 8.9836589834e-01
8.2406262876e+01 9.0893436760e-01
8.2324853873e+01 9.1686324066e-01
8.2243605560e+01 9.2193430137e-01
8.2162517460e+01 9.1136826632e-01
8.2081589100e+01 9.3348024214e-01
8.2000820008e+01 9.3298369860e-01
8.1920209716e+01 9.3658924043e-01
8.1839757754e+01 9.3356997894e-01
8.1759463658e+01 9.4125001378e-01
8.1679326962e+01 9.5079096377e-01
8.1599347205e+01 9.3175090550e-01
8.1519523926e+01 9.5178471517e-01
8.1439856666e+01 9.5666891546e-01
8.1360344968e+01 9.4051910727e-01
8.1280988377e+01 9.6324845228e-01
8.1201786439e+01 9.6101242340e-01
8.1122738704e+01 9.7398003796e-01
8.1043844720e+01 9.2973067816e-01
8.0965104040e+01 9.4018779652e-01
8.0886516218e+01 9.7087553517e-01
8.0808080808e+01 9.6730401733e-01
8.0729797368e+01 9.8200903242e-01
8.0651665457e+01 9.4300004870e-01
